Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Population,GDP,Energy Consumption,Energy Exports,Energy Imports,CO2 Emissions,Renewable Energy Jobs,Government Policies,R&D Expenditure,Renewable Energy Targets,Average Annual Temperature,Annual Rainfall,Solar Irradiance,Wind Speed,Hydro Potential,Biomass Availability,Electricity Prices,Energy Subsidies
Japan,2008,Solar,95107.0223,3558.14772,7473384688,345429486,2.35957E+13,449753.9052,11645.34092,95672.4066,856956.4616,628367,1,614693517.9,1,7.818544954,869.3142741,210.7022908,8.482753608,45.25186153,99.81464974,0.357939463,690982177.3
Canada,2016,Biomass,90916.45158,38657.39149,6889340110,323945721,1.96993E+14,791631.6127,58282.03729,88375.2333,640544.0395,983763,1,5769308189,0,34.31841925,1579.740202,155.5572118,11.40420859,36.77402757,34.93585132,0.340758117,214976796.8
China,2011,Solar,36361.01447,43809.05069,9362684887,1035312716,8.11932E+13,587568.6471,35242.63695,29363.75098,963380.1148,191164,1,3595353509,0,0.924810677,2978.217588,252.3513517,12.11741087,34.5276931,18.31797583,0.454421439,602016158.6
Russia,2017,Geothermal,17258.40294,26738.14845,2900517951,496491266,1.38051E+14,604056.0741,43890.45651,39752.46942,464848.6327,829765,0,8939730379,0,35.52628771,2295.293062,100.2136005,5.63387197,52.46762765,56.01938893,0.342613162,848415131.2
Australia,2009,Hydro,45110.17516,36134.2796,7259697137,497253754,7.34005E+13,505450.6198,53091.44046,65052.71269,341204.017,529123,0,7047624313,0,7.110064689,2340.367723,187.590616,9.235572354,98.50225835,76.2841155,0.114343072,291529055
China,2004,Solar,83923.54618,9687.662925,4628264777,940913215,2.28755E+13,739846.1083,2402.398185,88272.30832,677919.3459,140645,0,5851722430,1,35.1779829,1562.236707,113.8627125,7.519756836,92.54864745,72.38740183,0.124742389,272308122.7
Canada,2004,Geothermal,67527.99919,48255.34567,2687979960,704501747,1.43225E+14,386513.1689,42464.09294,71820.50134,996523.0864,622636,1,5594363525,0,15.90596337,2535.034923,234.807297,5.318849863,73.71219822,3.30472353,0.231288271,339202736.1
Australia,2020,Wind,29796.18396,42999.34653,5123814859,1296215557,1.74575E+14,147282.7872,46426.17671,97121.743,948737.213,255643,1,7407856264,1,21.40700033,2992.336665,159.1747233,5.835895172,65.74892048,8.433844894,0.489845979,337057566.1
India,2006,Geothermal,8696.273736,19812.3691,4009563647,132597000,1.76085E+14,10568.40465,18036.1272,69728.99027,820036.814,856027,1,7231696374,0,26.30554386,1085.774463,247.4941721,8.139824583,31.93859483,46.93289375,0.30654571,950808853.1
Germany,2015,Wind,44835.92275,19545.8455,6607289222,687695362,1.25144E+14,149753.8603,96765.96071,61463.0605,272063.2624,624411,0,7644304685,1,33.2841684,2012.403669,123.9579465,0.775232674,29.07787716,21.77008921,0.327503287,971553776
Japan,2016,Biomass,88570.46725,43793.36087,826521599.9,529017021,1.11846E+13,956293.2435,12275.18746,56175.58277,610448.2768,227916,0,4351776431,0,20.11437109,912.682633,147.7756579,4.717476872,95.4965602,28.8186952,0.49546069,348658538.8
Australia,2018,Hydro,3681.916104,39896.79769,1988339755,1467354027,8.99628E+13,473636.4351,91074.43948,58293.66646,188660.252,75454,1,1227633872,1,37.98731566,573.6323831,148.0951542,11.15997189,25.91142088,39.1510921,0.123647833,558568745.9
Russia,2010,Geothermal,30033.74956,34183.73542,4810998285,119254949,7.50979E+13,740273.038,34878.85168,64647.89092,354816.9795,937275,0,4459481687,0,29.62893643,325.338952,111.8281785,7.756855088,49.09264278,67.94577286,0.074923741,408972929.4
Brazil,2020,Geothermal,22757.74249,4911.02235,1840409667,1436034016,3.49205E+13,790259.0621,71252.38868,34201.98592,914196.8621,933849,1,2101913699,0,4.850770998,2646.273575,102.6491677,3.550053493,58.72058998,64.84275344,0.176552694,422472510.1
India,2007,Geothermal,69845.61573,17607.58825,9176658680,841979208,1.64928E+14,358662.8273,31185.39492,85209.46696,813416.0066,211547,1,8699012888,1,38.92827465,2074.416661,296.3437699,10.57684451,35.22277624,5.895976441,0.246079104,81788384.35
USA,2001,Biomass,11225.86641,27672.02917,7862566087,1431759366,3.15264E+13,969410.3343,64774.62949,79905.7102,12194.011,941756,1,9680976540,0,-4.171177658,1887.499569,134.5990511,14.02550516,56.90086727,3.724100186,0.32398757,86363520.34
France,2007,Solar,87518.1304,2162.563402,6068886570,652313313,1.5491E+14,537558.0761,12330.52622,37365.04861,881841.4782,281973,1,4000617228,0,21.10970175,1508.158474,259.4420562,8.990939624,96.83355455,36.54740508,0.261663997,185728943
India,2017,Biomass,27028.6371,32591.50421,4098635785,193880664,1.05358E+14,212384.0801,57867.56803,39059.40353,234719.7855,103025,0,7166688504,1,28.95354133,1894.324684,155.2653946,4.630917045,25.32565625,55.47960773,0.244473965,67438882.51
Brazil,2014,Wind,45406.45734,36970.04927,8276032233,160225547,1.01249E+14,115096.1532,87328.80626,64559.26999,787673.8533,841940,0,4361298443,1,-3.675428413,1403.130652,221.9452003,4.957358681,38.82562938,38.99489766,0.488048623,404469229
Russia,2003,Hydro,21075.666,11060.36949,7018267760,831828395,5.62788E+13,54091.09184,18077.53334,15894.98372,657117.4908,49626,1,4012034999,0,19.68725572,1687.253148,249.2132517,6.84453394,23.37439576,66.20927889,0.293320651,140365896.9
Australia,2007,Solar,59329.3346,6111.752983,7858042960,53977267,1.25357E+14,775201.7167,50904.69716,46901.14987,405569.1373,204967,0,2369251527,1,1.186951256,708.6722886,122.1900318,6.989040173,73.30163443,14.46007239,0.228294803,579722218.8
Canada,2001,Hydro,97373.16897,44372.66642,299563807.5,518727823,1.4717E+13,78129.66277,17961.202,42465.55341,238377.6355,655390,0,1407629815,0,28.42504231,1022.45417,197.9162041,11.62916588,43.69382428,34.47337752,0.323530721,715473155.8
Canada,2023,Geothermal,8665.016013,2242.661748,6031226412,11515464,1.17968E+14,858822.15,11841.20693,70590.59465,20297.46422,438708,0,4023779376,0,-9.588273404,620.7617451,290.5962056,0.885462667,2.589165135,2.739234366,0.491242462,446323241.4
India,2015,Wind,74990.50385,21947.53708,9359777296,1232346243,1.40464E+14,527469.2326,55955.24906,62286.30718,71478.46482,406277,1,9115737260,1,12.63900041,1374.179147,234.2528078,14.33769889,75.22605999,98.63972196,0.112564519,675504394.5
Canada,2007,Geothermal,7621.974988,10310.21085,8834862577,860358190,3.42136E+13,454421.3361,56255.03036,82461.13514,37270.4614,804711,1,5971856440,1,39.38509876,2088.119737,294.0880075,4.032193462,84.25930152,6.139016811,0.271549958,157900331.5
China,2002,Geothermal,17862.80099,12909.39686,7496814392,1316209707,5.13705E+13,857321.4862,95337.19284,43839.03383,320417.6352,323260,1,6202212128,1,-9.121332888,457.3085336,228.7476307,8.973011805,14.7410302,57.7286464,0.223690902,970839586.7
India,2001,Wind,39839.88972,46572.42848,115029066,135807701,1.79003E+14,470860.1224,22965.74968,27454.63218,101978.8653,771607,0,771399951.1,1,29.98127422,862.4506207,228.0015222,4.813980982,50.32645225,33.64314179,0.428303118,378519042.1
Australia,2016,Wind,4471.172869,15483.78628,6552339493,143112636,1.54065E+14,436654.6608,1450.511826,32117.32955,317419.6064,249652,1,4462962748,0,20.44742755,1023.504533,280.8170546,9.300722448,41.59246722,32.78582787,0.077489917,608567653.9
USA,2004,Geothermal,54065.37772,41490.56367,9625191002,369690547,1.33282E+14,700804.6832,63932.27978,18911.15488,256092.9013,716417,0,8489151797,1,9.61390957,748.046381,255.8235994,8.257345588,53.07369685,44.56867773,0.365380715,27629757.48
Japan,2023,Wind,80865.42991,46004.03581,4830673756,1239712069,9.97102E+13,193343.4526,62140.14068,18752.58736,826568.1673,786947,0,7585937673,0,10.8292852,1448.829171,209.3737824,5.642317684,62.96951509,73.83171925,0.486391575,867545893.9
Australia,2001,Hydro,26667.14156,1678.329389,9163542988,392595484,1.53843E+14,669265.1632,38723.22208,24091.0329,111554.4666,398217,1,2827286038,1,8.595415518,1050.824503,162.1469551,14.8309924,33.12242986,51.80370218,0.346190507,222107204.9
India,2017,Solar,12742.51918,25126.42616,9867509071,1246840737,1.21104E+14,675010.258,1237.432064,30222.67402,706841.5416,712334,0,4926116361,1,-6.760626716,1369.207852,281.083043,2.02156403,12.5092925,20.20277329,0.188207989,750761204.3
Australia,2017,Biomass,70456.99016,40516.71629,1909678634,1189318092,1.82811E+14,129423.3895,87869.35665,34728.68005,727158.3186,999456,1,1499612161,0,30.09904799,1524.18926,177.9199128,12.24010448,30.03087331,53.31742018,0.070197058,574191524
China,2000,Solar,79674.04949,12185.84497,377448585.4,1125431552,1.91022E+14,795827.179,78322.24185,3690.252512,156819.1142,714201,0,8243374584,1,14.69294449,2886.123386,199.2977646,8.693579284,31.65505467,90.41229443,0.4674452,424006610.4
Germany,2008,Biomass,49296.69334,38179.62381,4262944444,1120111682,7.32734E+12,825406.9252,5372.526807,57558.76448,864767.4303,451078,1,692664874.1,1,4.261960851,571.0617829,195.9051662,14.7647594,68.30809834,68.18479011,0.118887529,616746909.4
India,2009,Hydro,75799.19697,37893.16241,1860536810,121863536,1.59016E+14,333721.1711,50279.78108,29750.30793,259732.3893,386634,0,5506085391,0,21.04360843,972.7032646,111.4791983,5.681224393,88.8507916,40.73612736,0.184469001,757497518.8
Germany,2000,Solar,61644.42656,18043.88711,6797117118,395906475,1.11756E+14,388395.6217,16309.01082,5337.31386,876493.1538,375364,0,6904915133,0,-4.66748194,2496.193292,261.8302875,14.65525535,3.710930256,47.99705691,0.204399071,777451966.6
Japan,2010,Wind,63808.88263,20069.45115,9776572794,701671574,2.09058E+13,311729.8061,2476.256899,34388.94222,1654.08925,969948,1,908908865.7,0,-4.796615874,2996.534897,139.4920484,4.188056638,12.43710422,11.8030409,0.379207486,353508753.9
Japan,2003,Geothermal,61145.20423,48680.06564,4759307908,639491115,1.71924E+14,192057.682,86082.09144,26448.24287,254040.7268,527732,1,7171219165,1,14.81203301,1671.307715,254.0158303,12.06187471,42.89324104,71.10122352,0.46506805,943691779.4
USA,2006,Solar,84289.71195,40503.66206,435536891.3,317960541,1.75218E+14,15960.03525,92981.33456,32098.52559,877171.4613,530880,0,9191336470,1,-0.48793171,2279.355986,144.0322264,3.317830348,94.30930821,3.319731108,0.224855746,677842398.3
Canada,2016,Hydro,97747.01326,1573.383011,3429908551,1345546062,1.69578E+14,894672.0431,86314.42187,5493.587432,3616.759556,885793,1,1571521127,0,19.77167514,637.7976798,271.652151,0.54276111,66.79629802,71.94317668,0.063957105,345294267.5
France,2018,Solar,63165.50808,47933.17681,5644758367,1145574735,1.72374E+14,669595.2561,74088.43099,17767.40357,898426.9059,404090,1,5997577069,0,39.20696214,2624.641036,149.0563594,10.04487614,98.76508429,76.11441518,0.232539618,560505605.8
Brazil,2021,Hydro,7700.448416,44958.42885,1521807791,1226271773,9.37538E+13,771159.3462,31222.12437,52380.93771,229890.0375,366195,1,6415310966,0,32.96795816,2294.805462,210.5235913,4.552623656,18.70862125,8.901300257,0.436119791,205469170.6
China,2017,Solar,38891.49383,38880.48978,3107573863,133830044,1.71029E+14,436721.8639,13943.9548,66734.87532,665904.5568,550579,1,1140793284,1,-7.423592293,2724.541677,239.7093912,6.098121476,77.39364091,75.3177995,0.324923085,849424910.3
Japan,2016,Wind,1388.108627,48356.2688,9330004128,691986351,8.48768E+13,816592.5606,28038.32028,71796.99725,453757.115,963627,1,6135476954,1,-3.979401404,2108.562036,247.7536547,14.06872256,8.397874688,13.91091785,0.199340245,825071974.4
Russia,2008,Wind,37568.25762,28973.73477,8025174117,1262963152,1.23109E+14,705812.8976,33665.30076,33498.87991,5581.410897,269513,0,26920921.7,0,1.66607388,814.833115,285.8770124,10.32171183,36.84969505,44.01820693,0.115736714,597865354.1
Russia,2019,Solar,19297.98188,3291.947599,2560296813,181648226,1.48741E+14,861770.9312,63767.75926,58854.10581,631699.5213,49290,1,1129876060,0,9.593257236,1082.05735,132.3737024,12.99387478,74.23543759,47.4490345,0.378845889,942535848.3
Russia,2021,Solar,13293.34895,12095.53925,3112060714,1485079143,1.09891E+14,76601.21514,89625.33911,85375.31995,906537.0066,56835,0,5764119109,0,35.16712246,1750.781869,228.6770878,2.417639534,16.7424891,5.061493033,0.11408916,230740095.3
China,2011,Solar,73491.70107,28434.39515,5192166693,1376494998,7.03835E+13,840935.4021,25135.4447,48688.49924,788318.2991,507182,1,348587588.9,1,23.17198474,2397.701884,244.6865844,3.823799422,15.20838093,64.8042213,0.260512134,305467618.6
India,2014,Geothermal,7340.120231,6594.6055,6368507632,856461582,1.74278E+14,439470.5778,96900.12927,82409.94936,123026.9811,800345,1,3715811367,1,36.72456921,2921.929936,235.3408552,13.05220529,81.39663715,11.89238133,0.475486982,698294153.9
Brazil,2009,Biomass,8333.676113,16193.95684,8471398785,468552917,1.90209E+14,238652.8359,59145.75956,72374.6626,817993.6444,388800,1,2460489018,0,4.955518452,338.5634937,190.1551128,9.745104339,70.00124874,41.44832759,0.278848614,966666803
India,2015,Biomass,48367.56367,27624.64931,3038662667,660687711,5.1183E+13,821808.5338,39454.14901,3461.881965,503055.2451,46392,0,2576662261,0,27.68859644,897.5079258,116.3931843,13.27392071,50.74088375,91.45325181,0.453152919,306513566.4
China,2018,Hydro,29858.27546,33667.88562,4328571856,405197426,8.3133E+13,234543.0719,89998.88359,10533.01268,161781.993,671130,1,6756814168,1,-7.136578151,643.4586086,114.8829865,4.381974797,13.37456822,2.804840671,0.461044934,841395557.3
Russia,2004,Solar,40352.26297,21032.78636,8872817723,817408361,3.04132E+13,50829.19494,91880.52953,86874.08872,472005.1766,926251,1,4322542928,0,30.58944014,2749.76407,164.3832957,6.820597609,40.24122967,60.27016117,0.06566863,311293787.4
Germany,2010,Solar,67219.00189,2531.439947,3375726886,548357345,9.01817E+12,882608.3788,24384.56184,49636.35461,697694.3314,392300,1,8040065800,0,21.37305716,2540.844458,268.0933884,2.091446882,5.469123054,72.06310614,0.325060971,735069506.2
Japan,2020,Geothermal,5595.211194,41658.01306,4175307281,1473235382,1.55929E+14,33445.14762,98215.18128,89097.93162,803653.8991,830875,1,3180197472,0,39.34155737,971.9321022,258.8769941,7.98604029,42.06799803,39.30403304,0.441768028,291890819.5
France,2018,Hydro,54977.65177,11341.02701,6256784694,425074040,1.46654E+14,304016.3932,84599.44144,62232.19334,11825.95585,286503,0,1985840202,1,-2.351992552,1390.265469,156.4673057,5.447905908,49.51020212,89.52367305,0.375257707,660812470.6
Russia,2007,Biomass,66741.36069,27534.78558,4880843658,1245204464,3.29845E+13,849824.014,28130.94928,89405.2929,893649.1281,984352,0,3536656460,0,18.43882154,592.8961084,103.8793447,1.253387995,41.46359413,37.87520717,0.267540638,566404627.8
Japan,2013,Biomass,24069.08076,2860.17016,9316941068,18405025,1.3208E+14,546932.6859,67094.89138,31703.66158,380909.1155,966384,1,7732673974,0,7.386836474,453.6685815,256.135807,0.388981066,90.66645102,27.5847653,0.158503005,798473819.2
Japan,2006,Geothermal,10145.86154,34933.35618,2346228162,99251675,1.51468E+14,901940.5376,60260.76504,5066.547189,439895.3069,315905,1,9894773631,1,5.155847038,1507.800773,186.8413821,1.274745897,75.85150889,19.03956179,0.339043996,536812051.5
China,2017,Biomass,89468.86476,16756.01403,7872167570,200696785,1.05968E+14,143545.2356,45303.8918,44836.17824,288516.2353,834806,0,6037773580,1,-7.394679074,1115.699403,195.0274235,0.961399132,60.52665082,59.63781294,0.127806663,973021735.1
Japan,2017,Biomass,17554.3689,39097.14579,9821253508,1142273787,4.06934E+13,860943.1237,10550.37221,8602.395845,403353.2355,950626,1,3327248070,1,29.10527584,202.5623447,198.6326744,10.29381753,59.84668446,91.05596402,0.455523258,843215436.3
Australia,2010,Wind,93905.69021,46677.39974,1537473886,694853010,1.24714E+14,880021.7532,31329.02154,89521.86092,353619.5492,987493,0,9929899660,0,35.00603282,1205.727232,170.3687392,13.96723585,2.019533388,38.4546478,0.321050949,178740642.3
Russia,2021,Solar,78140.21786,35785.19912,4416186033,23159003,1.17243E+14,561190.7949,23970.53755,67668.14784,327312.1356,634047,0,9078119141,0,33.82550735,1266.292552,221.0349012,10.99718158,65.89934809,39.60984497,0.451271408,922694392.5
France,2003,Geothermal,94880.26972,30114.43873,5844965795,176734656,1.24607E+13,142098.6601,12595.13241,61411.72527,685852.1256,800140,0,7968062424,1,22.2580963,1510.375147,293.5134729,8.454163768,50.13938848,6.963769566,0.267952411,864746087.5
Canada,2008,Geothermal,82371.15299,17700.59524,5051336019,1118986961,1.35093E+14,965269.1615,51679.73552,58793.67516,925530.982,615672,0,6118956595,0,30.9483274,2484.292142,153.1934093,2.617031535,68.50148087,71.45515715,0.230115326,285777598.6
France,2003,Wind,57186.03,35288.05484,4503133898,348807062,7.60073E+13,162908.4115,59184.86561,57699.05083,180972.9924,308901,1,4154096148,0,27.3752697,640.8630843,158.7056355,5.13087746,73.89307232,87.47061747,0.411872441,828994576
Japan,2008,Geothermal,84554.42169,2567.269952,266176246.7,1155407082,1.63614E+14,601139.7984,85475.36083,47392.12849,453223.1503,109166,0,1898475844,1,28.77007607,2863.534265,149.7588002,10.8978903,67.91743967,27.16682351,0.132465814,849394887.9
China,2010,Hydro,43528.67801,46502.38005,8925348442,375850837,1.09992E+14,673597.2999,46833.72193,65771.0663,111578.6508,628108,0,6879628738,0,-1.234236848,2008.292105,211.5070927,1.746373521,43.54011106,34.48414207,0.419125715,931476207.2
China,2002,Wind,64481.03926,5979.033712,9279634350,480711029,4.1966E+12,9483.764551,64570.86651,58742.67072,233829.0196,531375,0,2178140286,1,-6.346760442,1192.436786,121.4639977,2.285250695,22.73933855,4.869578027,0.066990683,587052618.9
France,2007,Solar,26548.60036,47561.91772,5931337501,805517886,6.53394E+13,188448.9647,21496.34509,77569.11275,725959.0824,624243,1,6974482508,0,31.95063907,2309.495504,128.766773,10.85993494,1.883373298,23.08864706,0.460848682,529008811.2
Australia,2001,Biomass,32851.79558,18941.40517,3611636119,1202436517,1.90781E+13,764824.5085,22256.88138,2571.431919,301038.0111,867533,1,2172746089,0,-2.471202957,2620.827645,176.0429961,13.20484304,40.85617819,50.66207531,0.281251344,204373271.1
Australia,2013,Wind,38747.06979,15916.37377,8939517787,1449867663,1.39054E+14,77804.17323,74897.55695,32665.46678,624804.9073,103273,1,7429399869,0,8.705039599,616.0434575,240.8022956,3.621894617,39.72102475,1.026019471,0.228564309,214792237
Canada,2012,Hydro,35958.92035,14410.74515,6838575837,894886473,4.38783E+12,810436.8797,93013.44486,55792.05451,372835.8461,432663,0,7628767468,1,5.653785616,423.8612272,197.6027121,11.44680796,48.32205555,45.36448057,0.120178253,166761668.6
France,2014,Solar,23475.58021,26126.97781,5969154830,935690863,1.52121E+14,455239.0349,50328.26907,33275.94221,878263.3797,399222,0,6816213997,1,38.90271274,162.0054394,215.9286708,6.826206975,51.28950738,10.83822798,0.492796209,995033360.2
France,2017,Biomass,74977.57062,27813.64935,9101547537,505001562,1.72327E+14,121701.1187,46479.33096,6738.324956,381615.0859,884274,0,116313266.3,1,17.45419076,1273.64923,148.606091,13.91945236,23.91052435,6.25538063,0.132113312,769308463.1
Australia,2011,Solar,70705.24619,21791.96534,425601447.3,419963109,8.30809E+13,645946.981,94508.73788,49317.3002,569571.7267,181553,0,4533637894,1,4.955608249,2660.584725,280.5483987,0.164460024,25.5066191,27.62355044,0.45032867,688795810.4
USA,2013,Biomass,27305.19192,36412.96464,8001734777,1158238568,9.23097E+13,827402.572,94375.21921,70115.54295,544351.6179,800006,0,9211913782,0,2.246117645,1115.297311,171.1784174,14.92159835,41.49583683,44.38689296,0.370712405,490492572.7
Germany,2020,Hydro,95262.08246,28984.26732,2989818487,1290054330,3.20377E+13,512397.1495,57887.71199,87467.25665,366552.9422,103083,0,5282360021,1,4.762940089,2241.319926,247.0600179,11.05454477,46.24497703,70.31804199,0.340242321,919155951.2
China,2016,Solar,77498.34594,19276.92446,4398771895,481035680,1.1808E+14,468901.0988,83242.21708,67018.4703,482540.5563,200073,1,5548873685,1,8.334798756,2700.428863,226.4861292,7.816520012,98.11630771,46.75478853,0.484277089,958671487.4
India,2018,Biomass,35770.8783,27236.98173,7096686669,268561593,4.27455E+12,458233.5052,7192.890536,62618.24011,391721.2269,251545,1,9160560653,1,-9.141596707,1441.713253,160.9641421,8.400183876,0.636014298,78.40759312,0.314001559,90920701.08
Germany,2002,Solar,37832.46042,13903.27786,6634838646,1431257514,1.75067E+13,393841.05,41822.92069,9161.177051,366404.8681,680661,0,320627949.9,0,20.89550926,2421.748916,117.5544511,7.39786907,39.86903603,18.293998,0.083012888,989049862
Russia,2016,Hydro,47588.98239,16578.35991,7112103623,227220777,1.18256E+14,748650.4525,84311.53909,82432.4232,646436.5561,295967,0,6871593395,0,11.22337516,2898.486381,284.7787218,12.92462374,60.80420435,18.11516991,0.149000061,726486764.6
France,2019,Solar,13206.27762,9431.557236,7090542967,238997578,8.67936E+13,138146.4455,71370.4706,12547.57654,735880.8759,114584,1,1505477226,0,26.04917649,1585.522917,221.7918745,14.89851135,19.17562859,89.49138698,0.427602775,522779396.4
Russia,2000,Geothermal,38155.20512,4115.672316,3606111396,1471269610,8.07593E+13,24477.44092,57149.50728,79105.93522,604836.9643,355064,1,8958061020,0,11.34018344,2796.844206,129.5462923,14.57169685,66.26038344,23.7276572,0.205303288,552707832.8
India,2012,Wind,37964.82126,7679.369703,175723927.1,828846277,1.21169E+13,309277.0543,12264.02754,82952.05524,842369.4933,352104,1,3256511284,1,-6.758538819,1439.101952,227.0804685,6.998389968,75.70613579,71.106727,0.435939121,933606006
France,2002,Hydro,22622.51859,2521.914317,2710993969,67741194,1.86884E+14,125758.0829,11102.16562,81105.69321,857210.2535,191992,0,5315751170,0,27.59392203,682.2553499,286.3007538,8.161900502,62.47099671,10.80355169,0.201558136,819336345.1
Russia,2010,Hydro,6876.228316,20866.36026,2278725155,1477029090,1.36071E+14,654005.1793,84241.87674,51677.57187,70199.46493,756540,0,7540392866,0,35.90969152,467.7726493,258.9914581,9.250134771,41.45023719,37.04481887,0.231267703,3353870.033
Australia,2007,Wind,90743.90738,30358.7421,9432044963,167384136,1.70524E+14,591662.4681,50692.69868,55921.45919,642948.9226,285969,0,3874122951,1,-3.625100723,366.6713885,156.3849828,12.6896796,15.69165435,49.27699474,0.459036887,673948367.1
Australia,2011,Geothermal,73075.97057,37413.68928,7280416549,568960559,1.535E+14,532387.1875,35668.68553,82127.80891,424775.8108,917214,1,3915073578,1,22.30471033,1655.476089,167.9153543,9.283436437,61.26195602,46.41629817,0.114135273,296114236.1
India,2007,Solar,99473.16329,22791.16051,5233572555,1239201691,7.76257E+13,768919.0702,20214.9114,49791.94754,907314.4692,561908,0,335240690.2,1,-2.057959302,101.0827416,271.3063938,10.39554252,11.33182436,20.31867078,0.437942774,743469323.8
China,2012,Geothermal,60025.27319,7874.767769,360889299,385196070,2.74735E+13,92189.83386,38249.51104,27287.58108,791294.1278,192493,1,6445089880,1,-9.971893495,1404.459939,181.6829462,7.065117523,21.65627739,10.31707595,0.4281702,413871019.2
Russia,2008,Hydro,99570.53343,44380.18676,5776786877,768089872,7.50024E+12,211478.8383,10660.36187,94358.05304,656007.3796,85337,1,8962138535,0,-3.18896779,519.8565343,124.5299227,7.910438187,75.02721799,3.740056594,0.248112636,741814864.1
Russia,2007,Biomass,76805.13545,12379.62446,5272461602,1456791137,2.79144E+13,62666.16467,23567.31786,48753.03239,990889.5752,843054,0,7752435340,0,-7.23874334,2135.026031,282.7490481,9.526833195,74.70559188,49.78177677,0.297973206,808671618
Australia,2005,Hydro,50893.57694,40247.82838,8862358963,517712320,9.3471E+13,563279.1452,23511.79832,75211.40319,421968.9203,436563,0,1511894807,0,8.926118994,1160.389846,267.6085154,3.670732131,11.8599232,51.58311183,0.422109238,445316020.8
Australia,2017,Geothermal,78743.05512,46010.15862,522297633.4,764934506,1.42366E+13,122900.8017,52131.62695,74717.29712,352037.7257,924600,0,1636928899,0,26.52905756,2005.655376,126.5494452,1.672914287,48.32810483,47.97390666,0.486318966,442109012.4
USA,2009,Biomass,39437.69191,31082.15021,8682010437,1085124531,1.14152E+13,522921.5753,91681.0761,78137.1089,31676.24127,998044,0,4946306459,0,32.10638911,775.0553502,152.4860825,1.982091925,17.29788333,51.61393136,0.061536215,171032349.8
Canada,2021,Hydro,12688.31322,41716.27038,6704039185,963316197,1.53478E+14,512096.9328,53325.25229,46726.54827,337273.6832,249609,1,1841154050,0,-8.773770931,1000.689374,254.1398425,4.162025425,3.612217014,28.2814365,0.27256325,858822441.7
Germany,2022,Hydro,37286.76841,13801.43986,6022672243,529008065,9.62456E+13,468029.228,77827.02789,60350.60154,62213.46459,335098,0,2688376916,0,-2.408688901,2772.0318,256.835248,5.78767225,47.87707437,77.37884103,0.40792093,648059377.8
USA,2018,Solar,57579.41721,22080.42575,9638906048,897352065,1.4735E+14,868463.0475,21633.71317,84892.58191,451016.834,574172,0,7245304647,0,35.28877771,1853.436756,285.6820797,2.244487856,4.442856656,92.63435508,0.491062394,865844330.5
Russia,2020,Geothermal,23273.66732,15932.43716,3723978164,342252484,1.52789E+14,261298.7749,86757.6584,14495.42642,931194.7449,535892,0,3984062738,0,10.86832252,497.2088908,273.4903706,4.767323075,61.98963443,99.6995665,0.432544328,354002396.3
India,2016,Biomass,87453.70367,31972.80082,9642236671,1266683261,5.62905E+13,26204.84249,46778.97666,85239.45848,559033.4201,890281,1,1351698343,1,-7.368407484,123.8558063,165.5804338,13.9460939,18.48778727,73.2782502,0.261206648,73856310.04
India,2003,Solar,24648.11345,31393.87517,6386095094,472548986,1.4534E+14,237529.8071,17562.35934,76109.114,255403.7902,881930,1,6627759565,1,2.250930117,248.5485287,126.3501717,5.013674491,36.57271713,52.72272187,0.443980469,332336183.6
India,2008,Biomass,5647.440747,46234.47213,5886994.473,206191939,9.54587E+13,975684.1914,55420.29437,96029.44339,747563.6977,208667,0,3804746536,1,-6.042129474,2105.861127,172.2896367,3.288711072,10.46807383,43.20827932,0.300340624,421808115.5
Canada,2008,Geothermal,2817.386481,47875.8566,4803040528,588035548,1.32248E+14,153174.5549,4053.279842,94894.15949,615162.2367,586600,0,6251879906,0,-2.470517049,1056.324822,122.7394896,6.100409672,20.91167397,33.62698743,0.356397633,804016983.4
Canada,2001,Solar,2224.502655,766.1468252,5771749032,154680449,1.57112E+14,694382.8979,40661.52553,43688.02598,154304.6363,974515,1,328795441.2,1,3.755462707,1912.482046,159.021551,6.981218158,55.65541935,53.38985546,0.205291637,552069771.2
Brazil,2019,Solar,72549.65415,8760.860915,4826658289,1007758429,1.26362E+14,311075.9389,4786.124758,37505.05747,89833.08002,392656,0,7852819258,0,14.87899343,1331.198519,168.3868977,0.437971029,71.97879828,13.1307296,0.436625134,261047901.2
Russia,2011,Hydro,36541.96425,596.5972813,7563756533,1135083777,2.4145E+13,594179.0193,3893.525565,96121.33654,383708.1777,142683,0,7148970700,1,37.7599609,1106.096368,282.5178322,11.35943059,91.87090669,77.18637621,0.356013587,659869974.6
China,2001,Solar,70143.22635,35866.71365,8989019857,442235891,1.79813E+14,578532.8975,72579.6924,37330.88553,978804.5523,641876,1,4990493758,1,3.324535903,982.9356877,270.4146501,12.53137474,63.45408772,93.42789486,0.474811187,295184690.5
France,2014,Wind,41749.58379,17165.97387,6255245160,1166493629,4.29826E+13,577771.3736,61820.09136,37889.22759,159204.2111,191388,0,1818171886,1,33.76662722,388.0362875,173.1882037,6.882808327,72.40184342,62.25945961,0.102663362,927672122.9
China,2009,Geothermal,39799.16673,28901.45177,7661540541,1458237641,1.44351E+14,870271.4269,76329.0022,16834.88549,447582.0264,716659,0,3080804884,0,31.28317803,767.0825723,201.2912431,3.03735411,7.345351042,68.25453745,0.079427752,237734525.4
